paper_id,short_title,year_month,coarse_topic,main_model_stage,title,source,source_url,clean_author_name,departed_mark,research_pool_source
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Xiao Bi,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Deli Chen,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Guanting Chen,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Shanhuang Chen,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Damai Dai,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Chengqi Deng,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Honghui Ding,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Kai Dong,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Qiushi Du,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Zhe Fu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Huazuo Gao,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Kaige Gao,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Wenjun Gao,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Ruiqi Ge,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Kang Guan,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Daya Guo,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Jianzhong Guo,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Guangbo Hao,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Zhewen Hao,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Ying He,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Wenjie Hu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Panpan Huang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Erhang Li,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Guowei Li,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Jiashi Li,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yao Li,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yukun Li,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Wenfeng Liang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Fangyun Lin,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,A. X. Liu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Bo Liu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Wen Liu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Xiaodong Liu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Xin Liu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yiyuan Liu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Haoyu Lu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Shanghao Lu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Fuli Luo,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Shirong Ma,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Xiaotao Nie,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Tian Pei,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yishi Piao,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Junjie Qiu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Hui Qu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Tongzheng Ren,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Zehui Ren,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Chong Ruan,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Zhangli Sha,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Zhihong Shao,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Junxiao Song,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Xuecheng Su,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Jingxiang Sun,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yaofeng Sun,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Minghui Tang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Bingxuan Wang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Peiyi Wang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Shiyu Wang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yaohui Wang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Wang Yongji,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Tong Wu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yu Wu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Xin Xie,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Zhenda Xie,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Ziwei Xie,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yiliang Xiong,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Hanwei Xu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Runxin Xu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yanhong Xu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Dejian Yang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yuxiang You,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Shuiping Yu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Xingkai Yu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,B. Zhang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Haowei Zhang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Lecong Zhang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Liyue Zhang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Mingchuan Zhang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Minghua Zhang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Wentao Zhang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yichao Zhang,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Chenggang Zhao,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yao Zhao,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Shangyan Zhou,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Shunfeng Zhou,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Qihao Zhu,,原始署名名单
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,Yuheng Zou,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Damai Dai,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Chengqi Deng,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Chenggang Zhao,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Runxin Xu,,原始署名名单
